SegmentID,LongFrom,LatFrom,LongTo,LatTo,persons_injured,persons_killed,ped_injured,ped_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,persons_KSI,ped_KSI,cyclist_KSI,motorist_KSI,Roadway Name,From,To,segment_average_sum
140479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BROOKLYN QUEENS EXRESSPWAY,59 STREET,60 STREET,48347
140481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACKIE ROBINSON PARKWAY,WOODHAVEN BOULEVARD,71 AVENUE,49810
140482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACKIE ROBINSON PARKWAY,WOODHAVEN BOULEVARD,71 AVENUE,47492
140632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SHORE PARKWAY,25 AVENUE,BAY 41 STREET,69224
140775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ed Koch Queensboro Bridge,West Main Street,East Main Street,42512
140776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ed Koch Queensboro Bridge,West Main Street,East Main Street,34937
140777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ed Koch Queensboro Bridge,West Main Street,East Main Street,41015
140783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross Bronx Expressway,Prospect Avenue,Marmion Avenue,66495
140788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CROSS BRONX EXPRESSWAY,BOSTON ROAD,CROTONA PARKWAY,71237
140792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOSTON ROAD,176 STREET,CROSS BRONX EXPRESSWAY,4254
140793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CROSS BRONX EXPRESSWAY,BOSTON ROAD,CROTONA PARKWAY,86583
140995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET,FOREST PARK DRIVE,44509
141188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holland Tunnel,New Jersey,Pier,48002
141190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holland Tunnel,New Jersey,Pier,48153
141367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACKIE ROBINSON PARKWAY,BULWER PLACE,VERMONT PLACE,37540
141368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACKIE ROBINSON PARKWAY,BULWER PLACE,VERMONT PLACE,32383
141408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross Bronx Expressway,Noble Avenue,Rosedale Avenue,79845
141585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEST STREET,NORTH MOORE STREET,HUBERT STREET,31405
141607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BQE,Northern Boulevard,34 Avenue,55584
141611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BQE,Northern Boulevard,34 Avenue,60924
141740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOSHOLU PARKWAY,MAJOR DEEGAN EXPRESSWAY,VAN COURTLANDT PARK SOUTH,12517
141753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LONG ISLAND EXPRESSWAY,JUNCTION BOULEVARD,97 STREET,77017
141787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clearview Expressway SR,39 Avenue,38 Avenue,2069
